Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,SpecialDay,OperatingSystems,Browser,Region,TrafficType,Weekend,total_pages,total_duration,avg_time_per_product,bounce_exit_ratio,Month_Aug,Month_Dec,Month_Feb,Month_Jul,Month_June,Month_Mar,Month_May,Month_Nov,Month_Oct,Month_Sep,VisitorType_New_Visitor,VisitorType_Other,VisitorType_Returning_Visitor
9,216.75,0,0.0,44,1527.166667,0.012765957,0.032765957,0.0,2,2,8,6,1,53,1743.916667,33.937037044444445,0.3895984909431779,0,0,0,0,0,0,1,0,0,0,0,0,1
6,139.0,0,0.0,29,491.1,0.0,0.003333333,0.0,2,2,1,2,1,35,630.1,16.37,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0.0,0,0.0,3,55.0,0.066666667,0.1,0.0,3,2,3,3,0,3,55.0,13.75,0.6666600033999659,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,20,950.3285714,0.072108844,0.086507937,1.0,2,2,4,1,1,20,950.3285714,45.253741495238096,0.8335421344964626,0,0,0,0,0,0,1,0,0,0,0,0,1
5,211.25,0,0.0,22,1344.75,0.034782609,0.048447205,0.0,3,2,2,8,0,27,1556.0,58.46739130434783,0.717933904878416,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0.0,0,0.0,7,267.0,0.0,0.033333333,0.2,2,2,7,1,0,7,267.0,33.375,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,46.4,0,0.0,8,349.0,0.02,0.08,0.0,4,1,1,1,0,10,395.4,38.77777777777778,0.249996875039062,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0.0,0,0.0,90,2636.138889,0.023333333,0.045777778,0.0,2,2,1,2,0,90,2636.138889,28.968559219780218,0.5096975939375228,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0.0,1,15.0,25,1235.65,0.041666667,0.05327381,0.0,1,1,1,3,1,26,1250.65,47.525000000000006,0.7821082233798675,0,0,0,0,0,1,0,0,0,0,0,0,1
3,47.0,0,0.0,89,3436.975,0.0,0.004387373,0.0,2,2,3,2,0,92,3483.975,38.18861111111111,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
3,92.16666667,1,39.0,46,1388.866667,0.004166667,0.029444444,0.0,2,4,2,2,0,50,1520.03333367,29.550354617021277,0.14150464160092133,0,0,0,0,0,0,1,0,0,0,0,0,1
4,1347.75,0,0.0,22,3410.875,0.019871795,0.09,0.0,2,2,1,2,0,26,4758.625,148.29891304347825,0.22079526894145624,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,22,903.1634615,0.009090909,0.015757576,0.0,3,2,6,8,1,22,903.1634615,39.26797658695652,0.5768864521768972,0,0,0,0,0,0,0,1,0,0,0,0,1
2,54.5,4,29.5,11,1055.75,0.0,0.026666667,0.0,2,2,1,2,0,17,1139.75,87.97916666666667,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0.0,0,0.0,8,233.6666667,0.025,0.0875,0.0,2,2,3,13,0,8,233.6666667,25.962962966666666,0.28571102044548063,0,0,0,0,0,1,0,0,0,0,0,0,1
10,168.9066667,2,18.4,36,853.8502721,0.0,0.007751938,0.0,3,2,3,2,1,48,1041.1569388,23.07703438108108,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1
9,132.05,4,137.0,56,1775.89,0.0,0.025520833,0.0,4,2,1,1,0,69,2044.94,31.155964912280705,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1
4,144.5,0,0.0,19,885.125,0.021052632,0.050877193,0.6,3,2,6,13,0,23,1029.625,44.25625,0.4137849785663575,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,31,445.625,0.019354839,0.030322581,0.0,2,2,2,3,0,31,445.625,13.92578125,0.6382768248908333,0,0,0,0,0,0,0,1,0,0,0,0,1
4,96.4,0,0.0,10,217.6,0.0,0.0,0.0,3,2,2,2,1,14,314.0,19.78181818181818,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,0.0,1,0.0,28,2743.216667,0.020689655,0.042528736,0.0,2,5,2,1,0,29,2743.216667,94.5936781724138,0.4864750394876658,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,4,32.0,0.0,0.075,0.0,3,2,6,1,0,4,32.0,6.4,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,1,0.0,0.2,0.2,1.0,4,1,2,3,1,1,0.0,0.0,0.9999950000249999,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,3,135.0,32,804.1899134,0.029946524,0.03546327,0.0,1,1,6,2,1,35,939.1899134,24.369391315151518,0.8444139411300444,0,0,0,0,0,0,0,0,1,0,0,0,1
3,44.0,0,0.0,15,310.25,0.0125,0.0125,0.0,3,2,3,2,1,18,354.25,19.390625,0.9999200063994881,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0.0,0,0.0,4,75.5,0.0,0.05,0.0,2,2,1,8,0,4,75.5,15.1,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,0.0,0,0.0,56,2633.869048,0.003703704,0.016666667,0.0,2,5,1,1,0,56,2633.869048,46.2082289122807,0.22220890302164062,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,23,1202.75,0.0,0.004545455,0.0,8,13,9,20,1,23,1202.75,50.114583333333336,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,67.0,0,0.0,59,468.1916667,0.0,0.003278689,0.2,2,2,3,2,0,61,535.1916667,7.803194445,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,54,1441.636905,0.008461538,0.004290709,0.0,1,1,1,2,0,54,1441.636905,26.21158009090909,1.97160105682841,0,0,0,0,0,0,0,1,0,0,0,0,1
4,204.5,0,0.0,12,159.0,0.0,0.026666667,0.0,1,1,4,2,1,16,363.5,12.23076923076923,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,0.0,0,0.0,3,62.0,0.0,0.066666667,0.8,3,2,8,2,0,3,62.0,15.5,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1
8,41.0,0,0.0,34,1337.245455,0.01375,0.024214286,0.0,1,1,3,2,0,42,1378.245455,38.207012999999996,0.5678231510459962,0,0,0,0,0,0,1,0,0,0,0,0,1
1,20.0,0,0.0,21,442.0,0.008695652,0.020289855,0.0,2,2,1,13,0,22,462.0,20.09090909090909,0.42855030012288786,0,0,0,0,0,0,0,1,0,0,0,0,1
11,210.8555556,0,0.0,149,4107.119658,0.006369427,0.013305319,0.6,1,1,3,1,0,160,4317.9752136,27.380797719999997,0.47867686021956946,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,26,648.4,0.0,0.018,0.0,1,1,1,3,1,26,648.4,24.014814814814812,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,76.6,0,0.0,33,1932.716667,0.0,0.025196078,0.0,2,2,4,13,0,35,2009.3166669999998,56.844607852941174,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0.0,0,0.0,3,15.0,0.066666667,0.133333333,0.4,2,2,4,1,0,3,15.0,3.75,0.4999962537780873,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,21,607.5892857,0.028571429,0.051322751,0.0,3,2,1,2,1,21,607.5892857,27.617694804545454,0.5566901959289764,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0.0,0,0.0,4,133.5,0.0,0.025,0.0,4,2,1,2,0,4,133.5,26.7,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0.0,0,0.0,10,377.5,0.02,0.06,0.0,1,1,2,11,1,10,377.5,34.31818181818182,0.3333277778703688,0,0,0,0,0,0,1,0,0,0,0,0,1
5,191.25,0,0.0,27,1109.25,0.013793103,0.024137931,0.0,2,6,1,1,0,32,1300.5,39.61607142857143,0.5714048811855006,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0.0,0,0.0,6,319.0,0.0,0.05,0.0,1,1,6,1,1,6,319.0,45.57142857142857,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,27,444.1,0.0,0.016,0.6,2,2,4,3,0,27,444.1,15.860714285714286,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,8,493.75,0.0,0.05,0.0,2,2,4,20,0,8,493.75,54.861111111111114,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0.0,0,0.0,13,420.0,0.0,0.030769231,0.0,2,5,6,2,0,13,420.0,30.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0.0,1,0.0,50,1115.459524,0.007843137,0.015686275,0.0,3,2,6,4,1,51,1115.459524,21.87175537254902,0.49996809515993057,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,2,16.0,0.0,0.1,0.0,2,2,4,8,0,2,16.0,5.333333333333333,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0.0,0,0.0,8,202.8333333,0.0,0.014285714,0.0,2,4,1,2,0,8,202.8333333,22.537037033333334,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,37,2323.166667,0.010810811,0.018198198,0.0,1,2,4,2,0,37,2323.166667,61.13596492105263,0.5940267807405579,0,0,0,0,0,0,0,1,0,0,0,0,1
6,92.57142857,1,793.8,38,2436.605534,0.0,0.035895135,0.0,2,10,1,2,0,45,3322.9769625699996,62.47706497435897,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0.0,0,0.0,5,54.5,0.0,0.04,0.0,2,5,1,2,0,5,54.5,9.083333333333334,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0.0,0,0.0,17,212.8333333,0.041176471,0.067647059,0.4,1,1,4,3,0,17,212.8333333,11.824074072222222,0.6086866586962976,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,11,126.6666667,0.072727273,0.090909091,0.4,1,1,1,3,0,11,126.6666667,10.555555558333333,0.7999912022967834,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,11,300.0714286,0.0,0.02,0.0,2,2,1,11,1,11,300.0714286,25.005952383333334,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,30,469.1,0.0,0.015,0.0,2,4,4,4,0,30,469.1,15.13225806451613,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,155.5,2,121.0,8,311.25,0.0,0.01,0.0,2,2,3,10,0,13,587.75,34.583333333333336,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1
3,74.0,0,0.0,44,844.9416667,0.004444444,0.015925926,0.0,1,2,1,10,0,47,918.9416667,18.776481482222223,0.27905221635361394,0,1,0,0,0,0,0,0,0,0,0,0,1
9,124.125,0,0.0,35,1988.658333,0.008943089,0.030662021,0.0,2,2,3,2,0,44,2112.7833330000003,55.24050925,0.2916571397188815,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,6,1183.2,0.033333333,0.066666667,0.0,2,6,2,1,0,6,1183.2,169.02857142857144,0.49999249261264833,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0.0,0,0.0,7,444.25,0.028571429,0.021428571,0.0,3,2,3,3,1,7,444.25,55.53125,1.3332711606779248,0,0,0,0,0,0,0,1,0,0,0,0,1
9,227.6,0,0.0,54,1935.06131,0.006557377,0.022222222,0.0,1,2,1,2,0,63,2162.66131,35.18293290909091,0.2950686898596432,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0.0,0,0.0,3,25.0,0.0,0.066666667,0.0,2,4,1,5,0,3,25.0,6.25,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1
3,102.6,0,0.0,35,871.8333333,0.0,0.002631579,0.0,1,1,1,2,1,38,974.4333333000001,24.21759259166667,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0.0,0,0.0,7,205.5,0.028571429,0.038095238,0.0,2,2,3,13,1,7,205.5,25.6875,0.7499803261413897,0,0,0,0,0,0,0,1,0,0,0,0,1
4,56.66666667,0,0.0,21,797.2952381,0.0,0.019875776,0.0,1,1,3,2,0,25,853.96190477,36.24069264090909,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,6,93.0,0.0,0.033333333,0.0,1,2,8,2,0,6,93.0,13.285714285714286,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,2,13.0,4,145.0,0.0,0.04,0.0,1,8,4,6,1,6,158.0,29.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,3,32.5,0.066666667,0.133333333,0.0,2,2,9,3,1,3,32.5,8.125,0.4999962537780873,0,1,0,0,0,0,0,0,0,0,0,0,1
2,118.0,0,0.0,4,42.0,0.0,0.066666667,0.0,1,2,7,3,0,6,160.0,8.4,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,7,330.1666667,0.0,0.021428571,0.0,3,2,9,2,0,7,330.1666667,41.2708333375,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0.0,0,0.0,6,163.0,0.0,0.033333333,0.0,2,4,6,1,0,6,163.0,23.285714285714285,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1
3,34.0,1,14.0,89,1332.088889,0.0,0.003296703,0.0,1,2,7,3,1,93,1380.088889,14.800987655555558,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,15,1999.833333,0.015384615,0.020512821,0.0,2,10,7,4,0,15,1999.833333,124.9895833125,0.7499634027224864,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,37,1229.766667,0.005405405,0.014414414,0.0,2,2,1,3,1,37,1229.766667,32.36228071052632,0.3749739688364136,0,0,0,0,0,1,0,0,0,0,0,0,1
1,6.0,0,0.0,27,1496.466667,0.04691358,0.069982363,0.0,3,2,3,1,1,28,1502.466667,53.445238107142856,0.6703533238321228,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0.0,0,0.0,16,340.65,0.060416667,0.063690476,0.0,3,2,2,3,1,16,340.65,20.038235294117644,0.9485832452681737,0,0,0,0,0,0,0,0,0,1,0,0,1
8,69.83333333,1,157.0,45,901.9166667,0.007189542,0.02627451,0.0,2,2,1,6,0,54,1128.75000003,19.606884058695652,0.27362140639705945,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,20,457.5833333,0.022222222,0.044444444,0.0,2,2,9,4,1,20,457.5833333,21.78968253809524,0.4999887502530068,0,0,0,0,0,0,1,0,0,0,0,0,1
1,412.0,0,0.0,54,2377.0,0.0,0.005090909,0.0,2,2,9,10,0,55,2789.0,43.21818181818182,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,15,528.0,0.026666667,0.055555556,0.0,2,2,4,3,0,15,528.0,33.0,0.47999136231554745,0,0,0,0,0,0,1,0,0,0,0,0,1
5,132.4666667,0,0.0,59,1660.222222,0.0,0.011753515,0.0,3,2,2,1,0,64,1792.6888887,27.670370366666667,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,5,36.0,0.15,0.1625,0.0,3,2,3,1,0,5,36.0,6.0,0.9230712426385068,0,0,0,0,0,1,0,0,0,0,0,0,1
5,152.5,0,0.0,15,291.1666667,0.0,0.02,0.0,4,1,1,2,1,20,443.6666667,18.19791666875,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0.0,0,0.0,23,836.5,0.0,0.013043478,0.0,3,2,3,2,0,23,836.5,34.854166666666664,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,22.25,0,0.0,27,2958.216667,0.007692308,0.033230985,0.0,2,2,6,2,0,29,2980.466667,105.65059525000001,0.23147302215019658,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0.0,0,0.0,37,1118.647186,0.0,0.008148148,0.0,1,1,1,2,1,37,1118.647186,29.43808384210526,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,15,75.0,0.08,0.12,0.6,2,2,6,2,0,15,75.0,4.6875,0.666661111157407,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,15,264.0833333,0.0,0.02,0.0,2,2,2,1,0,15,264.0833333,16.50520833125,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1
6,360.9166667,4,114.2,17,806.65,0.01,0.015,0.0,2,10,3,5,1,27,1281.7666666999999,44.81388888888889,0.6666222251849877,0,0,0,0,1,0,0,0,0,0,1,0,0
2,210.0,0,0.0,10,591.1666667,0.02,0.016,0.0,3,2,1,2,0,12,801.1666667,53.74242424545454,1.2499218798825074,0,0,0,0,0,1,0,0,0,0,0,0,1
1,13.0,0,0.0,10,391.85,0.018055556,0.046984127,0.0,3,2,4,3,1,11,404.85,35.622727272727275,0.384282370887281,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,74,3237.114166,0.002702703,0.009113578,0.0,4,2,3,3,0,74,3237.114166,43.161522213333335,0.2965253026525199,0,0,0,0,0,0,0,1,0,0,0,0,1
1,41.0,0,0.0,43,1087.25,0.0,0.013636364,0.0,4,2,1,1,0,44,1128.25,24.710227272727273,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,43,778.6437229,0.010232558,0.023197087,0.0,4,1,1,3,1,43,778.6437229,17.69644824772727,0.44109490579977556,0,0,0,1,0,0,0,0,0,0,0,0,1
13,278.1519608,1,46.5,150,5575.614608,7.27e-05,0.017155355,0.0,2,2,2,1,0,164,5900.2665688,36.92460005298013,0.004237496834263455,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0.0,0,0.0,6,48.33333333,0.011111111,0.075,0.0,2,2,3,6,0,6,48.33333333,6.9047619042857145,0.14814617138438155,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,1,48.0,32,1808.333333,0.05,0.075208333,0.4,3,2,8,1,0,33,1856.333333,54.79797978787879,0.66481110795119,0,0,0,0,0,0,1,0,0,0,0,0,1
4,115.7,0,0.0,16,655.3833333,0.0,0.012037037,0.0,1,1,2,3,0,20,771.0833333,38.55196078235294,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0.0,0,0.0,10,99.0,0.04,0.046666667,0.6,3,2,1,3,0,10,99.0,9.0,0.8571244840673093,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,2,49.0,0.0,0.1,0.0,2,4,5,1,0,2,49.0,16.333333333333332,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,2,3.0,0.0,0.1,0.0,2,2,4,2,0,2,3.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0.0,0,0.0,19,989.3333333,0.0,0.011111111,0.0,3,2,1,2,1,19,989.3333333,49.466666665000005,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0
8,275.75,1,97.0,204,5209.820361,0.002571429,0.015411986,0.0,2,2,1,2,0,213,5582.570361,25.413757858536584,0.1668352258284021,0,0,0,0,0,0,0,1,0,0,0,0,1
4,364.3333333,2,19.0,85,3642.066026,0.007777778,0.029549858,0.0,2,2,1,1,0,91,4025.3993593,42.349604953488374,0.26319973518197004,0,0,0,0,0,0,0,1,0,0,0,0,1
7,186.1,0,0.0,32,906.3,0.005128205,0.025641026,0.0,2,2,1,1,0,39,1092.3999999999999,27.46363636363636,0.19999219250460162,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,22,348.4333333,0.028571429,0.041269841,0.0,1,8,6,11,0,22,348.4333333,15.149275360869566,0.6922909324769998,0,0,0,0,0,0,0,1,0,0,0,0,1
1,14.2,1,26.2,3,25.2,0.0,0.04,0.0,6,2,9,2,0,5,65.6,6.3,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0.0,0,0.0,14,1225.0,0.015384615,0.015384615,0.0,1,1,3,2,0,14,1225.0,81.66666666666667,0.9999350042231007,0,0,0,0,0,0,1,0,0,0,1,0,0
7,131.8333333,0,0.0,63,2074.611111,0.010793651,0.02000962,0.0,3,2,3,10,0,70,2206.4444443,32.415798609375,0.5393961306546223,0,1,0,0,0,0,0,0,0,0,0,0,1
4,934.5,1,92.0,18,937.7166667,0.0,0.005555556,0.0,1,1,6,2,0,23,1964.2166667000001,49.35350877368421,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0.0,0,0.0,3,335.0,0.0,0.133333333,0.0,3,2,3,4,1,3,335.0,83.75,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0.0,0,0.0,9,140.2,0.0,0.044444444,0.0,2,2,9,2,1,9,140.2,14.02,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0
5,52.46666667,1,34.8,6,106.3,0.0,0.02,0.0,2,2,3,2,1,12,193.56666667000002,15.185714285714285,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0
7,182.0833333,0,0.0,15,310.9,0.0,0.01,0.0,2,2,4,2,0,22,492.98333329999997,19.43125,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,4,1,1,3,0,1,0.0,0.0,0.9999950000249999,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0.0,0,0.0,10,236.0,0.0,0.026666667,0.0,2,2,1,1,0,10,236.0,21.454545454545453,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,22,464.6583333,0.018181818,0.034090909,0.0,1,1,4,2,1,22,464.6583333,20.20253623043478,0.533317685436741,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0.0,0,0.0,27,630.75,0.016,0.02,0.0,2,2,3,1,1,27,630.75,22.526785714285715,0.7999600019998999,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0.0,0,0.0,1,14.0,0.0,0.1,0.8,2,2,3,3,0,1,14.0,7.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1
4,31.0,4,106.0,27,825.1401515,0.006896552,0.025517241,0.0,2,2,3,2,1,35,962.1401515,29.469291125,0.2702596938401828,0,0,0,0,0,0,0,1,0,0,0,0,1
3,60.0,0,0.0,19,494.5,0.0,0.01,0.0,1,1,3,9,1,22,554.5,24.725,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,4.0,0,0.0,8,227.1,0.022222222,0.066666667,0.0,2,2,3,13,0,9,231.1,25.233333333333334,0.33332832840843224,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0.0,0,0.0,89,1638.888095,0.014367816,0.040659551,0.8,2,2,6,11,0,89,1638.888095,18.20986772222222,0.3533600909638435,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,18,1473.333333,0.011111111,0.044444444,0.0,1,1,1,2,0,18,1473.333333,77.54385963157895,0.2499943751265034,0,0,0,0,0,1,0,0,0,0,0,0,1
7,95.17,1,11.1,68,824.1573062,0.0,0.006666667,0.0,2,2,3,3,0,76,930.4273062,11.944308785507246,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1
14,1130.502941,6,261.6333333,26,2559.898333,0.015789474,0.017422643,0.0,1,2,1,2,0,46,3952.0346073,94.81104937037037,0.9062096830151994,0,0,0,0,0,1,0,0,0,0,0,0,1
2,197.0,4,219.0,53,1518.761111,0.007272727,0.005454545,0.0,1,1,6,2,1,59,1934.761111,28.12520575925926,1.3330889947750408,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,3,19.0,0.0,0.066666667,0.0,2,2,3,3,0,3,19.0,4.75,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0.0,0,0.0,5,513.25,0.0,0.013333333,0.0,3,2,7,6,0,5,513.25,85.54166666666667,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,145.2,0,0.0,14,266.66,0.0125,0.029166667,0.0,3,2,3,1,0,16,411.86,17.777333333333335,0.4285567303000271,0,0,0,0,0,0,0,0,0,1,0,0,1
3,32.0,0,0.0,15,371.25,0.0,0.011764706,0.0,1,8,4,11,0,18,403.25,23.203125,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1
9,301.0,0,0.0,38,2621.621429,0.021212121,0.044507576,0.0,2,2,1,13,0,47,2922.621429,67.22106228205128,0.476585029366026,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0.0,0,0.0,6,65.5,0.066666667,0.1,0.0,3,2,3,13,0,6,65.5,9.357142857142858,0.6666600033999659,0,0,0,0,0,0,0,1,0,0,0,0,1
2,121.0,0,0.0,30,1906.47619,0.011494253,0.024931582,0.0,2,4,3,2,0,32,2027.47619,61.49923193548388,0.46101334390477483,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,2,2,8,6,0,1,0.0,0.0,0.9999950000249999,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0.0,0,0.0,39,794.16,0.0,0.012820513,0.0,4,2,1,4,0,39,794.16,19.854,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1
4,315.0,0,0.0,8,465.8333333,0.0,0.024242424,0.0,3,2,3,3,1,12,780.8333333,51.759259255555556,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.0,0,0.0,6,127.0,0.0,0.016666667,0.8,2,2,3,4,0,6,127.0,18.142857142857142,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1
4,82.5,0,0.0,16,299.5,0.0,0.005555556,0.0,1,1,4,2,1,20,382.0,17.61764705882353,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,70.6,0,0.0,27,213.0157143,0.0,0.007407407,0.0,2,2,1,3,1,29,283.61571430000004,7.607704082142858,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0
3,238.4,0,0.0,8,132.2333333,0.0,0.007407407,0.0,3,2,1,18,0,11,370.6333333,14.692592588888889,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1
4,100.0,0,0.0,18,954.9083333,0.0,0.008521303,0.0,1,2,8,2,1,22,1054.9083332999999,50.258333331578946,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0.0,0,0.0,41,1271.333333,0.029268293,0.047560976,0.4,2,2,1,13,0,41,1271.333333,30.269841261904762,0.6153716784180708,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,2,2,1,1,0,1,0.0,0.0,0.9999950000249999,0,0,0,0,0,1,0,0,0,0,0,0,1
3,343.0666667,0,0.0,63,1108.369762,0.0,0.002786596,0.0,2,10,1,2,0,66,1451.4364287,17.31827753125,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0.0,0,0.0,17,887.8333333,0.00625,0.040625,0.0,2,4,3,3,0,17,887.8333333,49.324074072222224,0.15384236695712106,0,0,0,0,0,0,1,0,0,0,0,0,1
1,28.2,1,37.3,7,70.46666667,0.058333333,0.086904762,0.0,2,2,1,20,0,9,135.96666667,8.80833333375,0.6712251484544834,0,0,0,0,0,0,0,0,1,0,0,0,1
1,250.8,2,194.4,2,194.4,0.0,0.05,0.0,2,2,1,6,1,5,639.6,64.8,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0
7,89.95,0,0.0,37,552.04,0.006976744,0.017829457,0.0,1,1,4,3,0,44,641.99,14.52736842105263,0.3912823995481439,1,0,0,0,0,0,0,0,0,0,0,0,1
5,116.1,3,97.66666667,170,5639.22176,0.002457143,0.01109801,0.0,2,2,7,2,0,178,5852.98842667,32.97790502923977,0.22138397929184678,0,1,0,0,0,0,0,0,0,0,0,0,1
1,18.0,0,0.0,8,66.0,0.075,0.0875,0.4,3,2,1,13,0,9,84.0,7.333333333333333,0.8571330613364418,0,0,0,0,0,0,1,0,0,0,0,0,1
